materia	facultad	periodo	sede	nota	estado
Matemática_básica	Ingenierias	2018-1	Principales	0,9	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0,2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,9	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	1,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	4,2	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,6	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,5	Reprobada
Matemática_básica	Artes	2018-1	Principales	4,1	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,4	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	2	Reprobada
Matemática_básica	Artes	2018-1	Principales	2,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	1,7	Reprobada
Matemática_básica	Exactas	2018-1	Principales	2,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0,7	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,1	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,8	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	uembarrio	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	3,1	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	2,7	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Inasistencia
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,9	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Exactas	2018-1	Principales	4,9	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,7	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,3	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,6	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,2	Aprobada
Matemática_básica	Artes	2018-1	Principales	1,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0,6	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,6	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Artes	2018-1	Principales	3,3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	4	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,9	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,3	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0,9	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	4,2	Aprobada
Matemática_básica	Económicas	2018-1	uembarrio	2,2	Reprobada
Matemática_básica	Exactas	2018-1	Principales	4,4	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	uembarrio	3,5	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	4,2	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	3,3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	4	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0,2	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,9	Reprobada
Matemática_básica	Artes	2018-1	Principales	2,5	Reprobada
Matemática_básica	Artes	2018-1	Principales	3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Artes	2018-1	Principales	2,5	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,5	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0,7	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	3,3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	0,9	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	1,8	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	4	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,3	Aprobada
Matemática_básica	Exactas	2018-1	Principales	3,3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,4	Aprobada
Matemática_básica	Exactas	2018-1	Principales	3,9	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0,4	Reprobada
Matemática_básica	Exactas	2018-1	Principales	3,4	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	1,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	4,9	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,2	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	1	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3,5	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	4,6	Aprobada
Matemática_básica	Exactas	2018-1	Principales	3,9	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Reprobada
Matemática_básica	Económicas	2018-1	Principales	4,2	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	2,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,8	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0,1	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Exactas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	5	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,4	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,8	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,9	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	uembarrio	0	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,3	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,6	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,1	Aprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Reprobada
Matemática_básica	Artes	2018-1	Principales	2,1	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	1,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	1,5	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,5	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,5	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,1	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,4	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	4	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,4	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,1	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,1	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	2,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Inasistencia
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3,6	Aprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,5	Reprobada
Matemática_básica	Económicas	2018-1	uembarrio	0	Inasistencia
Matemática_básica	Exactas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	1,7	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	1,4	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	1,3	Reprobada
Matemática_básica	Exactas	2018-1	Principales	3,3	Aprobada
Matemática_básica	Exactas	2018-1	Principales	1,1	Reprobada
Matemática_básica	Económicas	2018-1	uembarrio	3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,5	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3,1	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Económicas	2018-1	uembarrio	3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,1	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,7	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	4,8	Aprobada
Matemática_básica	Económicas	2018-1	Principales	1,3	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	3,5	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	4,9	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Económicas	2018-1	Principales	1,9	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,5	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,6	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0,7	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	2,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	3,4	Aprobada
Matemática_básica	Artes	2018-1	Principales	3,5	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	2,6	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,2	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,4	Aprobada
Matemática_básica	Exactas	2018-1	Principales	3,7	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	1,6	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	1,3	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,6	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Exactas	2018-1	Principales	2,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,8	Reprobada
Matemática_básica	Artes	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	1,1	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0,7	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Artes	2018-1	Principales	1,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	1,8	Reprobada
Matemática_básica	Exactas	2018-1	Principales	3,3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,3	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Artes	2018-1	Principales	3,1	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	2,2	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,6	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,7	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,7	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,9	Reprobada
Matemática_básica	Exactas	2018-1	Principales	2,4	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	1,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	4,2	Aprobada
Matemática_básica	Exactas	2018-1	Principales	1,2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0,3	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	1,9	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Artes	2018-1	Principales	0	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,3	Aprobada
Matemática_básica	Artes	2018-1	Principales	1,9	Reprobada
Matemática_básica	Económicas	2018-1	uembarrio	0,5	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,4	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	1,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Exactas	2018-1	Principales	1,8	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	1,2	Reprobada
Matemática_básica	Económicas	2018-1	Principales	2,5	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	0,2	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	0	Inasistencia
Matemática_básica	Ingenierias	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,6	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	2,6	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,4	Aprobada
Matemática_básica	Económicas	2018-1	Principales	2,8	Reprobada
Matemática_básica	Ingenierias	2018-1	Principales	2,5	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	uembarrio	3,3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0,8	Reprobada
Matemática_básica	Exactas	2018-1	Principales	0	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	4	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	3,3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,7	Inasistencia
Matemática_básica	Económicas	2018-1	Principales	3,7	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,5	Cancelada
Matemática_básica	Ingenierias	2018-1	Principales	3,4	Aprobada
Matemática_básica	Exactas	2018-1	Principales	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3,2	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0,5	Reprobada
Matemática_básica	Económicas	2018-1	Principales	0	Cancelada
Matemática_básica	Económicas	2018-1	Principales	0	Reprobada
Matemática_básica	Económicas	2018-1	Principales	3,5	Aprobada
Matemática_básica	Económicas	2018-1	uembarrio	3,5	Aprobada
Matemática_básica	Económicas	2018-1	uembarrio	3	Aprobada
Matemática_básica	Económicas	2018-1	Principales	3	Aprobada
Matemática_básica	Ingenierias	2018-1	Principales	0	Cancelada
